secid,ticker,exchangecd,secshortname,enddate,period,overallrating
040011.OFCN,40011,,华安核心优选混合,2016-09-30,3,5
040019.OFCN,40019,,华安稳固收益债券-C,2016-09-30,5,5
050004.OFCN,50004,,博时精选混合,2016-09-30,5,5
050004.OFCN,50004,,博时精选混合,2016-09-30,3,5
050027.OFCN,50027,,博时信用债纯债债券-A,2016-09-30,3,5
070001.OFCN,70001,,嘉实成长收益混合-A,2016-09-30,5,5
070013.OFCN,70013,,嘉实研究精选混合-A,2016-09-30,5,5
090001.OFCN,90001,,大成价值增长混合,2016-09-30,3,5
110007.OFCN,110007,,易方达稳健收益债券-A,2016-09-30,5,5
110007.OFCN,110007,,易方达稳健收益债券-A,2016-09-30,3,5
110008.OFCN,110008,,易方达稳健收益债券-B,2016-09-30,5,5
110008.OFCN,110008,,易方达稳健收益债券-B,2016-09-30,3,5
110017.OFCN,110017,,易方达增强回报债券-A,2016-09-30,5,5
110017.OFCN,110017,,易方达增强回报债券-A,2016-09-30,3,5
110018.OFCN,110018,,易方达增强回报债券-B,2016-09-30,3,5
121001.OFCN,121001,,国投瑞银融华债券,2016-09-30,5,5
121009.OFCN,121009,,国投瑞银稳定增利债券,2016-09-30,5,5
121009.OFCN,121009,,国投瑞银稳定增利债券,2016-09-30,3,5
121012.OFCN,121012,,国投瑞银优化增强债券-A/B,2016-09-30,3,5
121012.OFCN,121012,,国投瑞银优化增强债券-A/B,2016-09-30,5,5
128112.OFCN,128112,,国投瑞银优化增强债券-C,2016-09-30,5,5
128112.OFCN,128112,,国投瑞银优化增强债券-C,2016-09-30,3,5
151002.OFCN,151002,,银河收益,2016-09-30,5,5
151002.OFCN,151002,,银河收益,2016-09-30,3,5
160211.XSHE,160211,XSHE,国泰中小盘成长混合(LOF),2016-09-30,3,5
160211.XSHE,160211,XSHE,国泰中小盘成长混合(LOF),2016-09-30,5,5
160212.XSHE,160212,XSHE,国泰估值优势混合(LOF),2016-09-30,3,5
160217.OFCN,160217,,国泰信用互利分级债券,2016-09-30,3,5
160505.XSHE,160505,XSHE,博时主题行业混合(LOF),2016-09-30,3,5
160505.XSHE,160505,XSHE,博时主题行业混合(LOF),2016-09-30,5,5
160602.OFCN,160602,,鹏华普天债券-A,2016-09-30,5,5
160602.OFCN,160602,,鹏华普天债券-A,2016-09-30,3,5
160608.OFCN,160608,,鹏华普天债券-B,2016-09-30,5,5
160608.OFCN,160608,,鹏华普天债券-B,2016-09-30,3,5
160916.XSHE,160916,XSHE,大成优选混合(LOF),2016-09-30,3,5
162205.OFCN,162205,,泰达宏利风险预算混合,2016-09-30,5,5
162210.OFCN,162210,,泰达宏利集利债券-A,2016-09-30,3,5
162210.OFCN,162210,,泰达宏利集利债券-A,2016-09-30,5,5
162299.OFCN,162299,,泰达宏利集利债券-C,2016-09-30,5,5
162299.OFCN,162299,,泰达宏利集利债券-C,2016-09-30,3,5
163110.XSHE,163110,XSHE,申万菱信量化小盘股票(LOF),2016-09-30,3,5
163402.XSHE,163402,XSHE,兴全趋势投资混合(LOF),2016-09-30,3,5
163402.XSHE,163402,XSHE,兴全趋势投资混合(LOF),2016-09-30,5,5
163406.OFCN,163406,,兴全合润分级混合,2016-09-30,5,5
163406.OFCN,163406,,兴全合润分级混合,2016-09-30,3,5
163412.XSHE,163412,XSHE,兴全轻资产投资混合(LOF),2016-09-30,3,5
163805.OFCN,163805,,中银动态策略混合,2016-09-30,5,5
163822.OFCN,163822,,中银主题策略混合,2016-09-30,3,5
166001.XSHE,166001,XSHE,中欧新趋势混合(LOF)-A,2016-09-30,5,5
166001.XSHE,166001,XSHE,中欧新趋势混合(LOF)-A,2016-09-30,3,5
166002.OFCN,166002,,中欧新蓝筹灵活配置混合-A,2016-09-30,5,5
166002.OFCN,166002,,中欧新蓝筹灵活配置混合-A,2016-09-30,3,5
166005.OFCN,166005,,中欧价值发现混合-A,2016-09-30,3,5
166005.OFCN,166005,,中欧价值发现混合-A,2016-09-30,5,5
166008.XSHE,166008,XSHE,中欧增强回报债券(LOF)-A,2016-09-30,3,5
166009.XSHE,166009,XSHE,中欧新动力混合(LOF)-A,2016-09-30,3,5
166009.XSHE,166009,XSHE,中欧新动力混合(LOF)-A,2016-09-30,5,5
166801.OFCN,166801,,浙商聚潮新思维混合,2016-09-30,3,5
180013.OFCN,180013,,银华领先策略混合,2016-09-30,3,5
200013.OFCN,200013,,长城积极增利债券-A,2016-09-30,3,5
200015.OFCN,200015,,长城优化升级混合,2016-09-30,3,5
200113.OFCN,200113,,长城积极增利债券-C,2016-09-30,3,5
202005.OFCN,202005,,南方成份精选混合-A,2016-09-30,5,5
202005.OFCN,202005,,南方成份精选混合-A,2016-09-30,3,5
202019.OFCN,202019,,南方策略优化混合,2016-09-30,3,5
202019.OFCN,202019,,南方策略优化混合,2016-09-30,5,5
202023.OFCN,202023,,南方优选成长混合-A,2016-09-30,3,5
202023.OFCN,202023,,南方优选成长混合-A,2016-09-30,5,5
202103.OFCN,202103,,南方多利增强债券-A,2016-09-30,5,5
210002.OFCN,210002,,金鹰红利价值灵活配置混合,2016-09-30,3,5
210002.OFCN,210002,,金鹰红利价值灵活配置混合,2016-09-30,5,5
210004.OFCN,210004,,金鹰稳健成长混合,2016-09-30,3,5
213003.OFCN,213003,,宝盈策略增长混合,2016-09-30,5,5
213003.OFCN,213003,,宝盈策略增长混合,2016-09-30,3,5
213006.OFCN,213006,,宝盈核心优势灵活配置混合-A,2016-09-30,5,5
213006.OFCN,213006,,宝盈核心优势灵活配置混合-A,2016-09-30,3,5
213008.OFCN,213008,,宝盈资源优选混合,2016-09-30,5,5
217001.OFCN,217001,,招商安泰偏股混合,2016-09-30,5,5
217001.OFCN,217001,,招商安泰偏股混合,2016-09-30,3,5
217018.OFCN,217018,,招商安瑞进取债券,2016-09-30,3,5
217022.OFCN,217022,,招商产业债券-A,2016-09-30,3,5
229002.OFCN,229002,,泰达宏利逆向策略混合,2016-09-30,3,5
233001.OFCN,233001,,大摩基础行业,2016-09-30,5,5
233001.OFCN,233001,,大摩基础行业,2016-09-30,3,5
233005.OFCN,233005,,大摩强收益债券,2016-09-30,5,5
253010.OFCN,253010,,国联安德盛安心成长混合,2016-09-30,3,5
257010.OFCN,257010,,国联安德盛小盘精选,2016-09-30,3,5
257010.OFCN,257010,,国联安德盛小盘精选,2016-09-30,5,5
260112.OFCN,260112,,景顺长城能源基建混合,2016-09-30,3,5
320006.OFCN,320006,,诺安灵活配置混合,2016-09-30,5,5
320006.OFCN,320006,,诺安灵活配置混合,2016-09-30,3,5
320011.OFCN,320011,,诺安中小盘精选混合,2016-09-30,5,5
320011.OFCN,320011,,诺安中小盘精选混合,2016-09-30,3,5
340001.OFCN,340001,,兴全可转债混合,2016-09-30,5,5
340001.OFCN,340001,,兴全可转债混合,2016-09-30,3,5
340007.OFCN,340007,,兴全社会责任混合,2016-09-30,5,5
340008.OFCN,340008,,兴全有机增长灵活配置混合,2016-09-30,3,5
340008.OFCN,340008,,兴全有机增长灵活配置混合,2016-09-30,5,5
340009.OFCN,340009,,兴全磐稳增利债券-A,2016-09-30,3,5
340009.OFCN,340009,,兴全磐稳增利债券-A,2016-09-30,5,5
360011.OFCN,360011,,光大保德信动态优选灵活配置混合,2016-09-30,5,5
360016.OFCN,360016,,光大保德信行业轮动混合,2016-09-30,3,5
370027.OFCN,370027,,上投摩根智选30混合,2016-09-30,3,5
380009.OFCN,380009,,中银稳健添利债券-A,2016-09-30,3,5
410006.OFCN,410006,,华富策略精选灵活配置混合,2016-09-30,5,5
410006.OFCN,410006,,华富策略精选灵活配置混合,2016-09-30,3,5
420003.OFCN,420003,,天弘永定价值成长混合,2016-09-30,3,5
420003.OFCN,420003,,天弘永定价值成长混合,2016-09-30,5,5
420102.OFCN,420102,,天弘永利债券-B,2016-09-30,5,5
450005.OFCN,450005,,国富强化收益债券-A,2016-09-30,3,5
460002.OFCN,460002,,华泰柏瑞积极成长混合-A,2016-09-30,3,5
460005.OFCN,460005,,华泰柏瑞价值增长混合-A,2016-09-30,5,5
470009.OFCN,470009,,汇添富民营活力混合-A,2016-09-30,5,5
470098.OFCN,470098,,汇添富逆向投资混合,2016-09-30,3,5
485011.OFCN,485011,,工银瑞信双利债券-B,2016-09-30,3,5
485011.OFCN,485011,,工银瑞信双利债券-B,2016-09-30,5,5
485111.OFCN,485111,,工银瑞信双利债券-A,2016-09-30,3,5
485111.OFCN,485111,,工银瑞信双利债券-A,2016-09-30,5,5
485114.OFCN,485114,,工银瑞信添颐债券-A,2016-09-30,3,5
519068.OFCN,519068,,汇添富成长焦点混合,2016-09-30,5,5
519069.OFCN,519069,,汇添富价值精选混合-A,2016-09-30,5,5
519087.OFCN,519087,,新华优选分红混合,2016-09-30,5,5
519093.OFCN,519093,,新华钻石品质企业混合,2016-09-30,5,5
519097.OFCN,519097,,新华中小市值优选混合,2016-09-30,5,5
519097.OFCN,519097,,新华中小市值优选混合,2016-09-30,3,5
519113.OFCN,519113,,浦银安盛精致生活灵活配置混合,2016-09-30,5,5
519113.OFCN,519113,,浦银安盛精致生活灵活配置混合,2016-09-30,3,5
519120.OFCN,519120,,浦银安盛战略新兴产业混合,2016-09-30,3,5
519150.OFCN,519150,,新华优选消费混合,2016-09-30,3,5
519183.OFCN,519183,,万家双引擎灵活配置混合,2016-09-30,5,5
519186.OFCN,519186,,万家稳健增利债券-A,2016-09-30,5,5
519186.OFCN,519186,,万家稳健增利债券-A,2016-09-30,3,5
519187.OFCN,519187,,万家稳健增利债券-C,2016-09-30,3,5
519669.OFCN,519669,,银河领先债券,2016-09-30,3,5
519679.OFCN,519679,,银河主题策略混合,2016-09-30,3,5
519697.OFCN,519697,,交银优势行业混合,2016-09-30,3,5
519700.OFCN,519700,,交银主题优选灵活配置混合,2016-09-30,3,5
519700.OFCN,519700,,交银主题优选灵活配置混合,2016-09-30,5,5
519712.OFCN,519712,,交银阿尔法核心混合,2016-09-30,3,5
519983.OFCN,519983,,长信量化先锋混合-A,2016-09-30,3,5
519983.OFCN,519983,,长信量化先锋混合-A,2016-09-30,5,5
519989.OFCN,519989,,长信利丰债券-C,2016-09-30,5,5
530008.OFCN,530008,,建信稳定增利债券-C,2016-09-30,3,5
530016.OFCN,530016,,建信恒稳价值混合,2016-09-30,3,5
530017.OFCN,530017,,建信双息红利债券-A,2016-09-30,3,5
540002.OFCN,540002,,汇丰晋信龙腾混合,2016-09-30,3,5
540002.OFCN,540002,,汇丰晋信龙腾混合,2016-09-30,5,5
540003.OFCN,540003,,汇丰晋信动态策略混合-A,2016-09-30,5,5
540003.OFCN,540003,,汇丰晋信动态策略混合-A,2016-09-30,3,5
540006.OFCN,540006,,汇丰晋信大盘股票-A,2016-09-30,3,5
540006.OFCN,540006,,汇丰晋信大盘股票-A,2016-09-30,5,5
570005.OFCN,570005,,诺德成长优势混合,2016-09-30,3,5
570005.OFCN,570005,,诺德成长优势混合,2016-09-30,5,5
570008.OFCN,570008,,诺德周期策略混合,2016-09-30,3,5
571002.OFCN,571002,,诺德主题灵活配置混合,2016-09-30,3,5
590003.OFCN,590003,,中邮核心优势灵活配置混合,2016-09-30,5,5
590003.OFCN,590003,,中邮核心优势灵活配置混合,2016-09-30,3,5
590006.OFCN,590006,,中邮中小盘灵活配置混合,2016-09-30,3,5
590008.OFCN,590008,,中邮战略新兴产业混合,2016-09-30,3,5
590009.OFCN,590009,,中邮稳定收益债券-A,2016-09-30,3,5
590010.OFCN,590010,,中邮稳定收益债券-C,2016-09-30,3,5
630003.OFCN,630003,,华商收益增强债券-A,2016-09-30,3,5
630005.OFCN,630005,,华商动态阿尔法灵活配置混合,2016-09-30,5,5
660015.OFCN,660015,,农银汇理行业轮动混合,2016-09-30,3,5
673010.OFCN,673010,,西部利得新动向灵活配置混合,2016-09-30,3,5
688888.OFCN,688888,,浙商聚潮产业成长混合,2016-09-30,3,5
690001.OFCN,690001,,民生加银品牌蓝筹灵活配置混合,2016-09-30,3,5
690001.OFCN,690001,,民生加银品牌蓝筹灵活配置混合,2016-09-30,5,5
690009.OFCN,690009,,民生加银红利回报灵活配置混合,2016-09-30,3,5
710002.OFCN,710002,,富安达策略精选灵活配置混合,2016-09-30,3,5
750002.OFCN,750002,,安信目标收益债券-A,2016-09-30,3,5
750003.OFCN,750003,,安信目标收益债券-C,2016-09-30,3,5
750005.OFCN,750005,,安信平稳增长混合-A,2016-09-30,3,5
762001.OFCN,762001,,国金国鑫灵活配置混合-A,2016-09-30,3,5
000047.OFCN,47,,华夏双债增强债券-A,2016-09-30,3,4
000048.OFCN,48,,华夏双债增强债券-C,2016-09-30,3,4
001001.OFCN,1001,,华夏债券-A/B,2016-09-30,5,4
001001.OFCN,1001,,华夏债券-A/B,2016-09-30,3,4
001003.OFCN,1003,,华夏债券-C,2016-09-30,5,4
001003.OFCN,1003,,华夏债券-C,2016-09-30,3,4
001011.OFCN,1011,,华夏希望债券-A,2016-09-30,5,4
001011.OFCN,1011,,华夏希望债券-A,2016-09-30,3,4
001013.OFCN,1013,,华夏希望债券-C,2016-09-30,3,4
001013.OFCN,1013,,华夏希望债券-C,2016-09-30,5,4
002001.OFCN,2001,,华夏回报混合-A,2016-09-30,3,4
020001.OFCN,20001,,国泰金鹰增长灵活配置混合,2016-09-30,5,4
020015.OFCN,20015,,国泰区位优势混合,2016-09-30,5,4
020019.OFCN,20019,,国泰双利债券-A,2016-09-30,5,4
020020.OFCN,20020,,国泰双利债券-C,2016-09-30,3,4
020020.OFCN,20020,,国泰双利债券-C,2016-09-30,5,4
020026.OFCN,20026,,国泰成长优选混合,2016-09-30,3,4
040004.OFCN,40004,,华安宝利配置,2016-09-30,3,4
040007.OFCN,40007,,华安中小盘成长混合,2016-09-30,3,4
040008.OFCN,40008,,华安策略优选混合,2016-09-30,5,4
040008.OFCN,40008,,华安策略优选混合,2016-09-30,3,4
040015.OFCN,40015,,华安动态灵活配置混合,2016-09-30,5,4
040015.OFCN,40015,,华安动态灵活配置混合,2016-09-30,3,4
040019.OFCN,40019,,华安稳固收益债券-C,2016-09-30,3,4
040025.OFCN,40025,,华安科技动力混合,2016-09-30,3,4
040035.OFCN,40035,,华安逆向策略混合,2016-09-30,3,4
050010.OFCN,50010,,博时特许价值混合-A,2016-09-30,3,4
050022.OFCN,50022,,博时回报灵活配置混合,2016-09-30,3,4
070002.OFCN,70002,,嘉实增长,2016-09-30,5,4
070018.OFCN,70018,,嘉实回报灵活配置混合,2016-09-30,3,4
070020.OFCN,70020,,嘉实稳固收益债券-C,2016-09-30,3,4
070025.OFCN,70025,,嘉实信用债券-A,2016-09-30,3,4
070027.OFCN,70027,,嘉实周期优选混合,2016-09-30,3,4
070032.OFCN,70032,,嘉实优化红利混合,2016-09-30,3,4
080001.OFCN,80001,,长盛成长价值,2016-09-30,3,4
080001.OFCN,80001,,长盛成长价值,2016-09-30,5,4
080002.OFCN,80002,,长盛创新先锋灵活配置混合-A,2016-09-30,3,4
080002.OFCN,80002,,长盛创新先锋灵活配置混合-A,2016-09-30,5,4
080005.OFCN,80005,,长盛量化红利策略混合,2016-09-30,5,4
080005.OFCN,80005,,长盛量化红利策略混合,2016-09-30,3,4
090001.OFCN,90001,,大成价值增长混合,2016-09-30,5,4
090007.OFCN,90007,,大成策略回报混合,2016-09-30,3,4
090007.OFCN,90007,,大成策略回报混合,2016-09-30,5,4
090015.OFCN,90015,,大成内需增长混合-A,2016-09-30,3,4
100022.OFCN,100022,,富国天瑞强势地区精选混合,2016-09-30,5,4
100026.OFCN,100026,,富国天合稳健优选混合,2016-09-30,5,4
100026.OFCN,100026,,富国天合稳健优选混合,2016-09-30,3,4
100029.OFCN,100029,,富国天成红利灵活配置混合,2016-09-30,5,4
100029.OFCN,100029,,富国天成红利灵活配置混合,2016-09-30,3,4
100035.OFCN,100035,,富国优化增强债券-A/B,2016-09-30,3,4
100037.OFCN,100037,,富国优化增强债券-C,2016-09-30,3,4
100056.OFCN,100056,,富国低碳环保混合,2016-09-30,3,4
110001.OFCN,110001,,易方达平稳增长,2016-09-30,5,4
110001.OFCN,110001,,易方达平稳增长,2016-09-30,3,4
110011.OFCN,110011,,易方达中小盘混合,2016-09-30,3,4
110013.OFCN,110013,,易方达科翔混合,2016-09-30,5,4
110018.OFCN,110018,,易方达增强回报债券-B,2016-09-30,5,4
110027.OFCN,110027,,易方达安心回报债券-A,2016-09-30,3,4
110028.OFCN,110028,,易方达安心回报债券-B,2016-09-30,3,4
121001.OFCN,121001,,国投瑞银融华债券,2016-09-30,3,4
121006.OFCN,121006,,国投瑞银稳健增长灵活配置混合,2016-09-30,5,4
121006.OFCN,121006,,国投瑞银稳健增长灵活配置混合,2016-09-30,3,4
150103.OFCN,150103,,银河银泰理财分红,2016-09-30,5,4
151001.OFCN,151001,,银河稳健,2016-09-30,5,4
160105.XSHE,160105,XSHE,南方积极配置混合(LOF),2016-09-30,3,4
160127.OFCN,160127,,南方新兴消费增长分级股票,2016-09-30,3,4
160215.XSHE,160215,XSHE,国泰价值经典灵活配置混合(LOF),2016-09-30,5,4
160215.XSHE,160215,XSHE,国泰价值经典灵活配置混合(LOF),2016-09-30,3,4
160311.XSHE,160311,XSHE,华夏蓝筹核心混合(LOF),2016-09-30,5,4
160512.XSHE,160512,XSHE,博时卓越品牌混合(LOF),2016-09-30,3,4
160607.XSHE,160607,XSHE,鹏华价值优势混合(LOF),2016-09-30,5,4
160607.XSHE,160607,XSHE,鹏华价值优势混合(LOF),2016-09-30,3,4
161005.XSHE,161005,XSHE,富国天惠精选成长混合(LOF)-A,2016-09-30,5,4
161005.XSHE,161005,XSHE,富国天惠精选成长混合(LOF)-A,2016-09-30,3,4
161603.OFCN,161603,,融通债券-A/B,2016-09-30,3,4
161609.OFCN,161609,,融通动力先锋混合,2016-09-30,5,4
161616.OFCN,161616,,融通医疗保健行业混合-A/B,2016-09-30,3,4
161810.XSHE,161810,XSHE,银华内需精选混合(LOF),2016-09-30,5,4
161810.XSHE,161810,XSHE,银华内需精选混合(LOF),2016-09-30,3,4
161902.OFCN2,161902,,万家增强收益债券,2016-09-30,5,4
161902.OFCN2,161902,,万家增强收益债券,2016-09-30,3,4
162102.OFCN,162102,,金鹰中小盘精选,2016-09-30,3,4
163415.XSHE,163415,XSHE,兴全商业模式优选混合(LOF),2016-09-30,3,4
163805.OFCN,163805,,中银动态策略混合,2016-09-30,3,4
163806.OFCN,163806,,中银稳健增利债券,2016-09-30,3,4
164105.XSHE,164105,XSHE,华富强化回报债券(LOF),2016-09-30,3,4
165508.XSHE,165508,XSHE,信诚深度价值混合(LOF),2016-09-30,5,4
165516.XSHE,165516,XSHE,信诚周期轮动混合(LOF),2016-09-30,3,4
180012.OFCN,180012,,银华富裕主题混合,2016-09-30,3,4
180013.OFCN,180013,,银华领先策略混合,2016-09-30,5,4
180025.OFCN,180025,,银华信用双利债券-A,2016-09-30,3,4
180031.OFCN,180031,,银华中小盘精选混合,2016-09-30,3,4
200001.OFCN,200001,,长城久恒灵活配置混合,2016-09-30,5,4
200007.OFCN,200007,,长城安心回报混合,2016-09-30,3,4
200007.OFCN,200007,,长城安心回报混合,2016-09-30,5,4
200008.OFCN,200008,,长城品牌优选混合,2016-09-30,5,4
200008.OFCN,200008,,长城品牌优选混合,2016-09-30,3,4
200009.OFCN,200009,,长城稳健增利债券-A,2016-09-30,3,4
200010.OFCN,200010,,长城双动力混合,2016-09-30,5,4
200010.OFCN,200010,,长城双动力混合,2016-09-30,3,4
202011.OFCN,202011,,南方优选价值混合-A,2016-09-30,5,4
202011.OFCN,202011,,南方优选价值混合-A,2016-09-30,3,4
202101.OFCN,202101,,南方宝元债券-A,2016-09-30,5,4
202102.OFCN,202102,,南方多利增强债券-C,2016-09-30,5,4
210004.OFCN,210004,,金鹰稳健成长混合,2016-09-30,5,4
210008.OFCN,210008,,金鹰策略配置混合,2016-09-30,3,4
210009.OFCN,210009,,金鹰核心资源混合,2016-09-30,3,4
213007.OFCN,213007,,宝盈增强收益债券-A/B,2016-09-30,3,4
213008.OFCN,213008,,宝盈资源优选混合,2016-09-30,3,4
213917.OFCN,213917,,宝盈增强收益债券-C,2016-09-30,3,4
217003.OFCN,217003,,招商安泰债券-A,2016-09-30,3,4
217003.OFCN,217003,,招商安泰债券-A,2016-09-30,5,4
217010.OFCN,217010,,招商大盘蓝筹混合,2016-09-30,3,4
217011.OFCN,217011,,招商安心收益债券-C,2016-09-30,5,4
217011.OFCN,217011,,招商安心收益债券-C,2016-09-30,3,4
217018.OFCN,217018,,招商安瑞进取债券,2016-09-30,5,4
217203.OFCN,217203,,招商安泰债券-B,2016-09-30,3,4
217203.OFCN,217203,,招商安泰债券-B,2016-09-30,5,4
233005.OFCN,233005,,大摩强收益债券,2016-09-30,3,4
233007.OFCN,233007,,大摩卓越成长混合,2016-09-30,5,4
233009.OFCN,233009,,大摩多因子精选策略混合,2016-09-30,3,4
240002.OFCN,240002,,华宝宝康灵活配置,2016-09-30,5,4
240002.OFCN,240002,,华宝宝康灵活配置,2016-09-30,3,4
240004.OFCN,240004,,华宝动力组合混合,2016-09-30,5,4
240004.OFCN,240004,,华宝动力组合混合,2016-09-30,3,4
240008.OFCN,240008,,华宝收益增长混合,2016-09-30,5,4
240012.OFCN,240012,,华宝增强收益债券-A,2016-09-30,3,4
240012.OFCN,240012,,华宝增强收益债券-A,2016-09-30,5,4
240013.OFCN,240013,,华宝增强收益债券-B,2016-09-30,3,4
240020.OFCN,240020,,华宝医药生物优选混合,2016-09-30,3,4
253020.OFCN,253020,,国联安德盛增利债券-A,2016-09-30,3,4
253021.OFCN,253021,,国联安德盛增利债券-B,2016-09-30,3,4
257020.OFCN,257020,,国联安德盛精选混合,2016-09-30,5,4
260101.OFCN,260101,,景顺长城优选混合,2016-09-30,5,4
260112.OFCN,260112,,景顺长城能源基建混合,2016-09-30,5,4
270009.OFCN,270009,,广发增强债券,2016-09-30,3,4
270025.OFCN,270025,,广发行业领先混合-A,2016-09-30,3,4
270025.OFCN,270025,,广发行业领先混合-A,2016-09-30,5,4
270028.OFCN,270028,,广发制造业精选混合-A,2016-09-30,3,4
270029.OFCN,270029,,广发聚财信用债券-A,2016-09-30,3,4
270030.OFCN,270030,,广发聚财信用债券-B,2016-09-30,3,4
288102.OFCN,288102,,华夏稳定双利债券-C,2016-09-30,3,4
290003.OFCN,290003,,泰信双息双利债券,2016-09-30,3,4
290014.OFCN,290014,,泰信现代服务业混合,2016-09-30,3,4
310328.OFCN,310328,,申万菱信新动力混合,2016-09-30,5,4
320004.OFCN,320004,,诺安优化收益债券,2016-09-30,3,4
320018.OFCN,320018,,诺安新动力灵活配置混合,2016-09-30,3,4
340006.OFCN,340006,,兴全全球视野股票,2016-09-30,5,4
340006.OFCN,340006,,兴全全球视野股票,2016-09-30,3,4
340007.OFCN,340007,,兴全社会责任混合,2016-09-30,3,4
350001.OFCN,350001,,天治财富增长,2016-09-30,5,4
350001.OFCN,350001,,天治财富增长,2016-09-30,3,4
360005.OFCN,360005,,光大保德信红利混合,2016-09-30,5,4
360010.OFCN,360010,,光大保德信均衡精选混合,2016-09-30,3,4
360011.OFCN,360011,,光大保德信动态优选灵活配置混合,2016-09-30,3,4
370021.OFCN,370021,,上投摩根分红添利债券-A,2016-09-30,3,4
370022.OFCN,370022,,上投摩根分红添利债券-B,2016-09-30,3,4
370024.OFCN,370024,,上投摩根核心优选混合,2016-09-30,3,4
373020.OFCN,373020,,上投摩根双核平衡混合,2016-09-30,5,4
377150.OFCN,377150,,上投摩根健康品质生活混合,2016-09-30,3,4
398061.OFCN,398061,,中海消费主题精选混合,2016-09-30,3,4
400011.OFCN,400011,,东方核心动力混合,2016-09-30,5,4
410001.OFCN,410001,,华富竞争力优选混合,2016-09-30,5,4
410001.OFCN,410001,,华富竞争力优选混合,2016-09-30,3,4
410003.OFCN,410003,,华富成长趋势混合,2016-09-30,5,4
410004.OFCN,410004,,华富收益增强债券-A,2016-09-30,3,4
410004.OFCN,410004,,华富收益增强债券-A,2016-09-30,5,4
410005.OFCN,410005,,华富收益增强债券-B,2016-09-30,3,4
410005.OFCN,410005,,华富收益增强债券-B,2016-09-30,5,4
410007.OFCN,410007,,华富价值增长灵活配置混合,2016-09-30,3,4
410007.OFCN,410007,,华富价值增长灵活配置混合,2016-09-30,5,4
420002.OFCN,420002,,天弘永利债券-A,2016-09-30,3,4
420002.OFCN,420002,,天弘永利债券-A,2016-09-30,5,4
420102.OFCN,420102,,天弘永利债券-B,2016-09-30,3,4
450001.OFCN,450001,,国富中国收益混合,2016-09-30,3,4
450005.OFCN,450005,,国富强化收益债券-A,2016-09-30,5,4
450006.OFCN,450006,,国富强化收益债券-C,2016-09-30,3,4
450006.OFCN,450006,,国富强化收益债券-C,2016-09-30,5,4
450009.OFCN,450009,,国富中小盘股票,2016-09-30,3,4
450009.OFCN,450009,,国富中小盘股票,2016-09-30,5,4
460002.OFCN,460002,,华泰柏瑞积极成长混合-A,2016-09-30,5,4
460005.OFCN,460005,,华泰柏瑞价值增长混合-A,2016-09-30,3,4
460008.OFCN,460008,,华泰柏瑞稳健收益债券-A,2016-09-30,3,4
460108.OFCN,460108,,华泰柏瑞稳健收益债券-C,2016-09-30,3,4
470009.OFCN,470009,,汇添富民营活力混合-A,2016-09-30,3,4
470078.OFCN,470078,,汇添富增强收益债券-C,2016-09-30,5,4
481008.OFCN,481008,,工银瑞信大盘蓝筹混合,2016-09-30,3,4
481017.OFCN,481017,,工银瑞信基本面量化策略混合-A,2016-09-30,3,4
485014.OFCN,485014,,工银瑞信添颐债券-B,2016-09-30,3,4
519008.OFCN,519008,,汇添富优势精选混合,2016-09-30,5,4
519017.OFCN,519017,,大成积极成长混合,2016-09-30,3,4
519035.OFCN,519035,,富国天博创新主题混合,2016-09-30,5,4
519035.OFCN,519035,,富国天博创新主题混合,2016-09-30,3,4
519039.OFCN,519039,,长盛同德主题增长混合,2016-09-30,3,4
519066.OFCN,519066,,汇添富蓝筹稳健灵活配置混合,2016-09-30,5,4
519066.OFCN,519066,,汇添富蓝筹稳健灵活配置混合,2016-09-30,3,4
519068.OFCN,519068,,汇添富成长焦点混合,2016-09-30,3,4
519069.OFCN,519069,,汇添富价值精选混合-A,2016-09-30,3,4
519078.OFCN,519078,,汇添富增强收益债券-A,2016-09-30,5,4
519078.OFCN,519078,,汇添富增强收益债券-A,2016-09-30,3,4
519087.OFCN,519087,,新华优选分红混合,2016-09-30,3,4
519091.OFCN,519091,,新华泛资源优势灵活配置混合,2016-09-30,5,4
519091.OFCN,519091,,新华泛资源优势灵活配置混合,2016-09-30,3,4
519093.OFCN,519093,,新华钻石品质企业混合,2016-09-30,3,4
519095.OFCN,519095,,新华行业周期轮换混合,2016-09-30,5,4
519110.OFCN,519110,,浦银安盛价值成长混合-A,2016-09-30,3,4
519110.OFCN,519110,,浦银安盛价值成长混合-A,2016-09-30,5,4
519115.OFCN,519115,,浦银安盛红利精选混合,2016-09-30,5,4
519183.OFCN,519183,,万家双引擎灵活配置混合,2016-09-30,3,4
519185.OFCN,519185,,万家精选混合,2016-09-30,5,4
519187.OFCN,519187,,万家稳健增利债券-C,2016-09-30,5,4
519667.OFCN,519667,,银河银信添利债券-A,2016-09-30,3,4
519667.OFCN,519667,,银河银信添利债券-A,2016-09-30,5,4
519668.OFCN,519668,,银河竞争优势成长混合,2016-09-30,5,4
519670.OFCN,519670,,银河行业优选混合,2016-09-30,5,4
519672.OFCN,519672,,银河蓝筹精选混合,2016-09-30,5,4
519674.OFCN,519674,,银河创新成长混合,2016-09-30,5,4
519702.OFCN,519702,,交银趋势优先混合,2016-09-30,3,4
519702.OFCN,519702,,交银趋势优先混合,2016-09-30,5,4
